"","source_id","Target","new_id","link","pubdate","source","tweet","post_method","user_statuses","user_following","user_followers","user_created_at","user_bio","user_location","lang","Person or source","News_Source","City","Province","Country","CBC","TweetToCBC","TweetToNOTCBC","mean(TweetToCBC)"
"753",437,"icbc",96133,"https://twitter.com/AExecutive/statuses/909801796222308352",2017-09-18 12:30:00,"aexecutive","no te pierdas esta oportunidad! pagá con tarjetas icbc y mercadopago. - https://t.co/rpzufgkg","emailmanager",4430,8,209,"Thu Jan 12 21:17:38 +0000 2012","operador mayorista en estados unidos y centro america:    méxico    rep dominicana    cuba    aruba    nassau    st marteen    panamá","buenos aires","es","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"781",457,"cbc",14913,"https://twitter.com/agilli22/statuses/910204015304159233",2017-09-19 15:08:00,"agilli22","rt @cbcnews: cbc has reviewed the audio record of manitoba ndp leader wab kinew\'s sentencing in september . https://t.co/iwmbmgyvkc","Twitter for iPhone",1617,266,249,"Tue May 19 13:19:36 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"784",460,"cbc",56809,"https://twitter.com/Agridome/statuses/909955111119724544",2017-09-18 22:39:00,"agridome","rt @cbcpolitics: in tax fight, it\'s scheer\'s mechanic vs. trudeau\'s doctor https://t.co/xflzunyyxw #hw #cdnpoli https://t.co/njaeqxlg","Twitter for iPad",146982,3855,12278,"Wed Mar 11 00:07:58 +0000 2009","philip shaw farms inc.| farmer | agricultural economist | keynote speaker | author: market trends grain report | dtn columnist philip@philipshaw.ca","dresden ontario canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"786",462,"icbc",99625,"https://twitter.com/aguspuca/statuses/909934338724200448",2017-09-18 21:17:00,"aguspuca","icbc me cobra el paquete de cuenta, la quiero cerrar, tengo que ir personalmente a la sucursal, vivo en panamá...","Twitter for iPhone",4873,246,127,"Fri Sep 23 12:21:07 +0000 2011","no se madurar y me aburrí de intentarlo...","panamá","es","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"789",465,"thecurrentcbc",82309,"https://twitter.com/ahamilton_dev/statuses/909892546360463360",2017-09-18 18:31:00,"ahamilton_dev","rt @theredspace: thanks for the shout out on @thecurrentcbc, @mikesavagehfx! #techhub #halifax #bestplacestolive #friendliestcity https://t ","Twitter Lite",450,270,70,"Tue Oct 15 13:52:27 +0000 2013","husband, technologist, software engineer, foodie, sci-fi fanatic, gamer & cat herder","halifax, nova scotia, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"807",473,"cbc",61513,"https://twitter.com/ahsan_jehangir/statuses/909842725012492294",2017-09-18 15:13:00,"ahsan_jehangir","rt @ikaferrergotic: canada provides $.m in urgent funding for #rohingya #refugees in bangladesh | #canada @cbc    https://t.co/vxofnyk ","Twitter for iPhone",249930,19366,17604,"Sat Aug 29 19:56:46 +0000 2009","humanity, peace, rights, justice, unity & harmony: voice @ourvoicematterz https://t.co/dtpowtpusx","pakistan","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"821",483,"heartlandoncbc",64029,"https://twitter.com/aiplej/statuses/909940191372210177",2017-09-18 21:40:00,"aiplej","@lilypop @heartlandoncbc @cbc @amber_marshall @graham @the_real_shaunj @alijnewton have a real bad feeling tha  https://t.co/pkeblpbr","Twitter Web Client",480,186,58,"Thu Mar 08 13:33:07 +0000 2012","likes all things #packers","collinsville, il","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"827",489,"cbc",91134,"https://twitter.com/AirPassRightsCA/statuses/910174295233564672",2017-09-19 13:10:00,"airpassrightsca","rt @simonlin: @airpassrightsca @cbcmarketplace @cbcerica @classlaw @topclassactions @news @cbcvancouver https://t.co/pniekzfca","Twitter Web Client",5899,530,3232,"Tue Mar 05 22:03:25 +0000 2013","spearheaded by gabor lukacs and other consumer advocates.  airlines think you have no rights. we prove them wrong. watch us.","halifax, ns, canada","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"830",491,"cbc",68036,"https://twitter.com/AisalynTemplin/statuses/910230029279297536",2017-09-19 16:52:00,"aisalyntemplin","rt @rudnerlaw: dismissing someone because they\'re pregnant is a definite no-no via @cbc https://t.co/qrgspyeq #hrlaw","Twitter Web Client",683,512,241,"Sat Jul 21 17:26:40 +0000 2012","graduate student in the field of industrial relations and human resources (mirhr)","toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"872",515,"heartlandoncbc",66491,"https://twitter.com/Akti0n123/statuses/910169487776808962",2017-09-19 12:51:00,"akti0n123","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for Android",3462,252,146,"Wed Dec 17 03:23:25 +0000 2014","  video games     piano     football    jesus    books     nancy drew  ","river heights","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"873",515,"heartlandoncbc",66576,"https://twitter.com/Akti0n123/statuses/910173416707239936",2017-09-19 13:07:00,"akti0n123","@jeclarksr @heartlandoncbc @cbc @graham @amber_marshall are they not going to have a season ?             ","Twitter for Android",3463,252,146,"Wed Dec 17 03:23:25 +0000 2014","  video games     piano     football    jesus    books     nancy drew  ","river heights","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"874",515,"heartlandoncbc",66504,"https://twitter.com/Akti0n123/statuses/910169285850525698",2017-09-19 12:50:00,"akti0n123","@heartlandoncbc @cbc @graham @amber_marshall oh my goodness!!!                                     ","Twitter for Android",3462,252,146,"Wed Dec 17 03:23:25 +0000 2014","  video games     piano     football    jesus    books     nancy drew  ","river heights","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"903",527,"cbc",58738,"https://twitter.com/AlanCALPA/statuses/909973916520677376",2017-09-18 23:54:00,"alancalpa","@cbcthenational  thankyou nafta. hey free trade freelander what do you have to say about this.","Twitter for BlackBerry",1538,11,34,"Fri Apr 24 22:31:02 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"904",527,"thecurrentcbc",82061,"https://twitter.com/AlanCALPA/statuses/909856029940338688",2017-09-18 16:05:00,"alancalpa","@thecurrentcbc  forget about defence. just get rid of rocketman kim pug dung. ridiculous that we allow this waco to remain in power.","Twitter for BlackBerry",1535,11,34,"Fri Apr 24 22:31:02 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"912",532,"cbc",65653,"https://twitter.com/AlanMoote/statuses/910133886734290944",2017-09-19 10:30:00,"alanmoote","rt @cbc: joe howlett died while freeing an entangled right whale. https://t.co/xolygbcc","Twitter for Android",16500,1148,726,"Thu Dec 20 14:34:58 +0000 2007","don\'t be a dick.","tarrana","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"930",542,"cbc",15262,"https://twitter.com/AlbertaatNoon/statuses/910202408323751937",2017-09-19 15:02:00,"albertaatnoon","rt @cbcedmonton: an #ableg committee voted against an ndp mla\'s proposal to squash the practice of changing clocks twice a year. https://t. ","TweetDeck",5265,285,4030,"Thu Apr 09 22:00:02 +0000 2009","connect with albertans from noon to one on cbc radio.","alberta","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"940",547,"cbc",6520,"https://twitter.com/albertaclassic/statuses/910151735464701952",2017-09-19 11:40:00,"albertaclassic","rt @cbckatie: trudeau asked if he\'s willing to say if he benefited from the tax loopholes, the same way finance minister did?","Twitter for iPhone",5659,283,71,"Wed Jun 29 04:35:15 +0000 2011",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"941",547,"cbc",6501,"https://twitter.com/albertaclassic/statuses/910151848341864451",2017-09-19 11:41:00,"albertaclassic","rt @cbckatie: trudeau had been asked to provide some clarity about his own personal finances, family finances, and whether he\'s paying his ","Twitter for iPhone",5659,283,71,"Wed Jun 29 04:35:15 +0000 2011",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"947",550,"cbc",22810,"https://twitter.com/AlbertaGuy1114/statuses/910245381300031488",2017-09-19 17:53:00,"albertaguy1114","rt @singofhisgrace: @cbcnews he\'s trying to get the media jump on #panamapapers revelations that have brought down several world leaders no ","Twitter Web Client",1141,123,53,"Thu Jul 27 22:12:54 +0000 2017",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"975",563,"cbc",61519,"https://twitter.com/AlbionIslington/statuses/909842452281950208",2017-09-18 15:11:00,"albionislington","rt @cbc: the th annual #terryfoxrun is today! have you ever run? #terryfoxday #becausecanada #cbc @terryfoxcanada https://t.co/ilhdznacz","Twitter Web Client",1120,399,673,"Fri Nov 06 16:14:43 +0000 2009","a unique shopping district, showcasing a mix of retail shops.a vibrant commercial strip on albion road and islington avenue, etobicoke, ontario, canada","etobicoke, on, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"977",565,"cbc",63953,"https://twitter.com/aldelory/statuses/909936452796080128",2017-09-18 21:25:00,"aldelory","@cbc just, y\'know, hanging out with some wild horses on sable island. https://t.co/byufqkgh","Twitter Web Client",45576,2905,3692,"Mon May 11 15:23:46 +0000 2009","halifax-based writer, editor & sometimes teacher, working in marketing/comms for @ukings. board member at @centreavalon & @friendsofsable.","halifax, n.s.","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"987",573,"cbc",56012,"https://twitter.com/alek_taylor/statuses/909946996882120709",2017-09-18 22:07:00,"alek_taylor","rt @cbcmanitoba: wab kinew\'s historic ndp leadership win clouded by domestic abuse allegations, attack website https://t.co/rmpxzfqkgf http ","Twitter for iPhone",1199,136,26,"Thu Apr 13 21:12:47 +0000 2017","closely follows #winnipegjets and #winnipeg local news and opinions.","winnipeg, manitoba","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"992",577,"icbc",96551,"https://twitter.com/AlenaB00816947/statuses/909817670324903936",2017-09-18 13:33:00,"alenab00816947","nejv t í banka sv ta,  ínská icbc, je na  erné listin  usa. zeman ji táhne do nákupu vítkovic https://t.co/xliadlpde","Twitter Web Client",1196,35,41,"Wed Aug 09 09:16:09 +0000 2017","zdravím. nashle zítra.",NA,"cs","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"999",583,"heartlandoncbc",66536,"https://twitter.com/Aletheia_12/statuses/910168364873420800",2017-09-19 12:47:00,"aletheia_12","@heartlandoncbc @cbc @graham @amber_marshall omg how cute is that baby!!??!!","Twitter for Android",3810,140,102,"Thu Sep 06 16:23:22 +0000 2012","seeker of truth...lover of life...","lower mainland, bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1003",586,"cbc",33282,"https://twitter.com/Alex_Ottawa/statuses/910300694741209088",2017-09-19 21:32:00,"alex_ottawa","rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson","Twitter for Android",617,165,51,"Fri Sep 28 17:38:03 +0000 2012",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1009",591,"cbc",55834,"https://twitter.com/AlexandraBrStL/statuses/909941340246544384",2017-09-18 21:44:00,"alexandrabrstl","rt @cbcnews: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/ivbqiv https://t.co/lic ","Twitter for iPad",4765,885,2834,"Tue Feb 08 16:28:40 +0000 2011","députée fédérale / member of parliament - brossard-saint-lambert, québec","brossard, quebec, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1022",596,"cbc",63045,"https://twitter.com/alexboydwriter/statuses/909904425287905281",2017-09-18 19:18:00,"alexboydwriter","so impressed with the @cbc show @xcompany -- superb writing and acting. cc: @evelynebrochu @torbenliebrecht @markellis_tv @warrenisbrown","Twitter Web Client",1576,1403,1535,"Wed Mar 16 18:26:11 +0000 2011","books include the least important man (poems) and army of the brave and accidental (a novel, coming in )","toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1034",606,"cbc",69615,"https://twitter.com/alexisroyston/statuses/910294804180885504",2017-09-19 21:09:00,"alexisroyston","@cbctom @wkamaubell @cbc @rickmercer welcome to canada, @wkamaubell! you\'ve got a lot of twitter fans up here, can\'t wait to tune in.","Twitter Web Client",8024,660,1639,"Thu Apr 16 22:24:09 +0000 2009","by day: brand and marketing stuff. by night: george harrison super fan, wikipedia savant, travel lover & sports nerd. tweets are my own (duh). #resist","beautiful vancouver, bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1065",620,"cbc",68032,"https://twitter.com/AlgomaU/statuses/910230160632418308",2017-09-19 16:52:00,"algomau","for algoma reads, we\'re hosting   @cbc #canadareads shortlisted authors, starting with m. g. vassanji on sept. : https://t.co/akuihw.","Hootsuite",4525,721,3542,"Wed May 27 20:03:14 +0000 2009","small university. big education.","sault ste. marie, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1067",622,"thecurrentcbc",51146,"https://twitter.com/Ali555555553/statuses/909901213130543105",2017-09-18 19:05:00,"ali555555553","rt @thecurrentcbc: panel: @thejagmeetsingh\'s grace under pressure during heckling had impact on @ndp leadership race. https://t.co/qtrozdfh ","Twitter for Android",1287,347,122,"Thu Oct 29 01:05:51 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1077",625,"cbc",10668,"https://twitter.com/AliBomaye20/statuses/910174367425945602",2017-09-19 13:10:00,"alibomaye20","rt @susandelacourt: two national networks, #ctv and #cbc,  just broke away from pm\'s press conference to give @realdonaldtrump some air tim ","Twitter for Android",1034,47,4,"Thu Sep 08 13:47:26 +0000 2016",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1078",626,"cbc",6423,"https://twitter.com/alice_schipp/statuses/910152270989406209",2017-09-19 11:43:00,"alice_schipp","rt @mikejlavigne: the #ndp is sitting on the fence on #taxfairness as they do on every issue to see which way the wind blows.#pnpcbc","Twitter for Android",13904,1748,1354,"Mon Feb 13 03:10:42 +0000 2012","i\'m a canadian citizen who is tired of government corruption.  i\'m old enough to remember a time when being a politician was an honourable and respected career.","brantford, on","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1081",629,"cbc",65809,"https://twitter.com/AliceMunroFest/statuses/910142720542375936",2017-09-19 11:05:00,"alicemunrofest","rt @cbcbooks: and if you\'re interested in the @cbc literary prizes, the @cbc short story prize is open now. https://t.co/eethwtyt","Twitter for iPhone",3257,3006,1731,"Tue Mar 24 19:52:19 +0000 2015","our mission is to nurture emerging writers & celebrate the work of alice munro. writing contest runs jan. - apr. join us for alice munro festival in early june!","huron county, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"1104",640,"cbc",84022,"https://twitter.com/AlimPardhan/statuses/910254974910603264",2017-09-19 18:31:00,"alimpardhan","rt @mattgallowaycbc: @catstepcatstep @moritherapy @thecurrentcbc @metromorning @ritikagoelto we heard from numerous doctors who have been r ","Twitter for iPhone",2643,1341,883,"Mon Jun 10 20:51:17 +0000 2013","em/pem physician, pd @macemerg, site lead hgh ed @hamhealthsc. interests: #meded, leadership, federal/provincial politics. tweets my own, rt not endorsements",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
